is_defect_prone,filepath,filename,directory,file_ext,language,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,total_commits,total_authors,total_churn,avg_churn,max_churn,lines_added,lines_deleted,avg_loc,max_loc,min_loc,loc_var,avg_cc,sum_cc,churn_per_loc,add_del_ratio,loc_range,cyclomatic_complexity,num_functions,num_classes,comment_lines,blank_lines,code_lines,comment_ratio,avg_func_complexity,max_nesting,long_methods,complexity_per_loc,churn_density,author_diversity,commit_frequency,defect_commits,first_seen,last_seen,dataset_name,task_type
0,record_49,record_49,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,3.0,0.25,1.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_50,record_50,.,,Unknown,2.0,4.0,3.0,0.0,0.0,0.0,3.0,0.21,0.0,0.0,3.0,1.0,11.0,1.0,0.0,14.0,1.0,3.0,1.0,26.15,9.17,2197.7,0.08,53.0,0.11,122.09,239.75,0.33,0.0,0.0,10.0,0.17,20.0,33.0,12.0,11.0,18.0,0.0,14.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_51,record_51,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.25,1.0,3.0,1.0,3.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_52,record_52,.,,Unknown,9.0,3.0,9.0,0.0,4.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,22.0,1.0,0.0,21.0,0.0,1.0,0.5,71.77,11.08,8806.58,0.27,155.0,0.09,489.25,795.04,0.5,1.0,2.0,22.0,0.06,64.0,91.0,26.0,9.0,35.0,16.0,21.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_53,record_53,.,,Unknown,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,26.28,4.2,463.52,0.04,27.0,0.24,25.75,110.36,1.0,0.0,0.0,4.0,0.17,12.0,15.0,10.0,7.0,6.0,0.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_54,record_54,.,,Unknown,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,3.0,1.0,1.0,34.59,3.55,434.76,0.04,30.0,0.28,24.15,122.62,1.0,0.0,0.0,5.0,0.13,13.0,17.0,11.0,6.0,8.0,0.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_55,record_55,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,9.51,3.0,85.59,0.01,9.0,0.33,4.75,28.53,1.0,0.0,0.0,3.0,0.25,3.0,6.0,3.0,6.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_56,record_56,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,9.51,3.0,85.59,0.01,9.0,0.33,4.75,28.53,1.0,0.0,0.0,3.0,1.0,3.0,6.0,3.0,6.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_57,record_57,.,,Unknown,0.0,6.0,3.0,0.0,0.0,4.0,4.0,0.31,2.0,2.0,3.0,0.75,14.0,1.0,0.0,13.0,0.0,2.0,0.5,21.05,11.25,2664.41,0.08,51.0,0.09,148.02,236.84,0.25,1.0,2.0,12.0,0.29,15.0,36.0,10.0,15.0,14.0,0.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_58,record_58,.,,Unknown,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,6.64,6.0,239.18,0.01,12.0,0.17,13.29,39.86,1.0,0.0,0.0,3.0,0.17,3.0,9.0,2.0,8.0,6.0,20.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_59,record_59,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,3.0,0.25,2.0,6.0,2.0,6.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_60,record_60,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_61,record_61,.,,Unknown,6.0,18.0,17.0,0.0,1.0,28.0,10.0,0.15,14.0,2.0,9.0,0.9,68.0,1.0,0.0,67.0,0.0,7.0,0.7,65.16,27.99,51033.62,0.61,314.0,0.04,2835.2,1823.51,0.1,7.0,14.0,60.0,0.13,109.0,205.0,37.0,19.0,75.0,1.47,67.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_62,record_62,.,,Unknown,1.0,7.0,1.0,0.0,0.0,12.0,4.0,0.31,6.0,2.0,4.0,1.0,16.0,1.0,0.0,13.0,0.0,4.0,1.0,16.11,13.71,3029.38,0.07,52.0,0.07,168.3,220.89,0.25,3.0,6.0,14.0,0.27,16.0,36.0,7.0,12.0,15.0,0.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_63,record_63,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,3.0,0.33,1.0,5.0,1.0,5.0,3.0,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_64,record_64,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_65,record_65,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,3.0,0.25,1.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_66,record_66,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,2.0,0.25,1.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_67,record_67,.,,Unknown,1.0,5.0,5.0,0.0,4.0,0.0,4.0,0.14,0.0,0.0,3.0,0.75,20.0,1.0,0.0,29.0,3.0,3.0,0.75,47.03,16.63,12999.77,0.26,149.0,0.06,722.21,781.94,0.25,0.0,0.0,18.0,0.11,57.0,92.0,24.0,14.0,38.0,12.12,29.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
1,record_68,record_68,.,,Unknown,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,5.0,1.0,0.0,6.0,1.0,1.0,1.0,30.14,6.15,1141.33,0.06,41.0,0.16,63.41,185.47,1.0,0.0,0.0,6.0,0.14,16.0,25.0,13.0,10.0,7.0,0.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_69,record_69,.,,Unknown,5.0,11.0,11.0,0.0,2.0,20.0,6.0,0.27,10.0,2.0,5.0,0.83,36.0,1.0,0.0,22.0,2.0,5.0,0.83,35.31,19.55,13490.6,0.23,128.0,0.05,749.48,690.22,0.17,5.0,10.0,32.0,0.19,43.0,85.0,22.0,20.0,31.0,8.33,22.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_70,record_70,.,,Unknown,1.0,6.0,6.0,0.0,0.0,4.0,4.0,0.21,2.0,2.0,3.0,0.75,18.0,3.0,0.67,19.0,0.0,3.0,0.75,29.26,13.5,5332.5,0.13,79.0,0.07,296.25,395.0,0.75,1.0,2.0,16.0,0.18,27.0,52.0,16.0,16.0,22.0,0.0,19.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_71,record_71,.,,Unknown,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,23.88,7.65,1397.36,0.06,43.0,0.13,77.63,182.66,1.0,0.0,0.0,7.0,0.11,17.0,26.0,10.0,9.0,9.0,0.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_72,record_72,.,,Unknown,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,1.0,16.5,2.0,66.0,0.01,11.0,0.5,3.67,33.0,1.0,0.0,0.0,4.0,0.2,4.0,7.0,4.0,4.0,5.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_73,record_73,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.62,5.0,90.47,0.01,7.0,0.2,5.03,18.09,1.0,0.0,0.0,2.0,0.25,2.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_74,record_74,.,,Unknown,7.0,1.0,6.0,0.0,4.0,0.0,1.0,0.05,0.0,0.0,1.0,1.0,14.0,1.0,0.0,21.0,0.0,1.0,1.0,69.8,10.02,7011.39,0.23,144.0,0.1,389.52,699.55,1.0,0.0,0.0,15.0,0.03,63.0,81.0,22.0,7.0,33.0,16.0,21.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
1,record_75,record_75,.,,Unknown,7.0,27.0,9.0,1.0,4.0,46.0,14.0,0.33,20.0,2.3,12.0,0.86,64.0,6.0,0.38,42.0,0.0,11.0,0.79,35.69,27.62,27226.57,0.33,184.0,0.04,1512.59,985.79,0.43,13.0,23.0,52.0,0.25,58.0,126.0,21.0,20.0,57.0,10.64,43.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_76,record_76,.,,Unknown,1.0,5.0,3.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,13.0,1.0,0.0,12.0,1.0,3.0,1.0,26.16,9.23,2229.05,0.08,52.0,0.11,123.84,241.48,0.33,2.0,4.0,12.0,0.21,20.0,32.0,13.0,12.0,14.0,0.0,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_77,record_77,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,9.47,2.67,67.38,0.01,9.0,0.38,3.74,25.27,1.0,0.0,0.0,2.0,0.2,4.0,5.0,3.0,4.0,5.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_78,record_78,.,,Unknown,15.0,13.0,14.0,0.0,0.0,0.0,9.0,0.14,0.0,0.0,9.0,1.0,55.0,1.0,0.0,64.0,0.0,6.0,0.67,89.26,20.71,38301.26,0.62,317.0,0.05,2127.85,1849.03,0.11,0.0,0.0,48.0,0.11,116.0,201.0,42.0,15.0,80.0,0.0,64.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_79,record_79,.,,Unknown,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,16.0,1.0,0.0,10.0,0.0,1.0,1.0,82.4,6.85,3871.09,0.19,114.0,0.15,215.06,564.78,1.0,0.0,0.0,17.0,0.08,47.0,67.0,24.0,7.0,13.0,0.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_80,record_80,.,,Unknown,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,26.28,4.2,463.52,0.04,27.0,0.24,25.75,110.36,1.0,0.0,0.0,4.0,0.17,12.0,15.0,10.0,7.0,6.0,0.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_81,record_81,.,,Unknown,24.0,45.0,36.0,1.0,8.0,58.0,25.0,0.21,24.0,2.42,23.0,0.92,150.0,8.0,0.29,117.0,0.0,23.0,0.92,142.73,32.85,154013.92,1.56,680.0,0.03,8556.33,4688.48,0.32,17.0,29.0,127.0,0.17,235.0,445.0,93.0,26.0,151.0,7.14,118.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_82,record_82,.,,Unknown,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,1.0,1.0,25.02,5.5,756.84,0.05,33.0,0.18,42.05,137.61,1.0,0.0,0.0,6.0,0.13,11.0,22.0,9.0,9.0,8.0,0.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_83,record_83,.,,Unknown,2.0,1.0,6.0,0.0,2.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,8.0,1.0,0.0,10.0,2.0,1.0,1.0,50.45,8.37,3534.13,0.14,83.0,0.12,196.34,422.26,1.0,0.0,0.0,9.0,0.06,35.0,48.0,23.0,11.0,16.0,16.67,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_84,record_84,.,,Unknown,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,14.28,5.33,406.12,0.03,20.0,0.19,22.56,76.15,1.0,0.0,0.0,4.0,0.2,8.0,12.0,6.0,8.0,5.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_85,record_85,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.25,1.0,3.0,1.0,3.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_86,record_86,.,,Unknown,3.0,5.0,3.0,0.0,1.0,6.0,3.0,0.27,2.0,3.0,2.0,0.67,13.0,3.0,1.0,11.0,1.0,1.0,0.33,29.72,13.6,5496.65,0.13,85.0,0.07,305.37,404.17,1.0,2.0,3.0,12.0,0.19,34.0,51.0,15.0,12.0,16.0,8.33,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
1,record_87,record_87,.,,Unknown,8.0,22.0,35.0,0.0,0.0,16.0,15.0,0.14,8.0,2.0,14.0,0.93,109.0,5.0,0.29,107.0,0.0,15.0,1.0,189.82,24.81,116852.98,1.57,675.0,0.04,6491.83,4709.66,0.33,4.0,8.0,96.0,0.13,263.0,412.0,106.0,20.0,118.0,0.0,107.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_88,record_88,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.62,5.0,90.47,0.01,7.0,0.2,5.03,18.09,1.0,0.0,0.0,2.0,0.25,2.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_89,record_89,.,,Unknown,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,2.0,0.67,10.0,1.0,0.0,11.0,0.0,2.0,0.67,17.22,9.29,1484.89,0.05,37.0,0.11,82.49,159.91,0.33,0.0,0.0,9.0,0.25,10.0,27.0,7.0,13.0,12.0,0.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_90,record_90,.,,Unknown,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,11.86,4.38,227.03,0.02,15.0,0.23,12.61,51.89,1.0,0.0,0.0,4.0,0.2,5.0,10.0,4.0,7.0,5.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_91,record_91,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_92,record_92,.,,Unknown,2.0,7.0,5.0,0.0,2.0,0.0,5.0,0.2,0.0,0.0,4.0,0.8,23.0,1.0,0.0,25.0,0.0,4.0,0.8,38.54,15.17,8866.36,0.19,118.0,0.07,492.58,584.6,0.2,0.0,0.0,20.0,0.17,42.0,76.0,18.0,13.0,30.0,7.41,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_93,record_93,.,,Unknown,7.0,12.0,7.0,0.0,3.0,4.0,8.0,0.17,2.0,2.0,6.0,0.75,44.0,1.0,0.0,48.0,0.0,6.0,0.75,63.66,24.16,37151.02,0.51,266.0,0.04,2063.94,1537.84,0.13,1.0,2.0,38.0,0.13,108.0,158.0,38.0,17.0,60.0,5.88,48.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_94,record_94,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.62,5.0,90.47,0.01,7.0,0.2,5.03,18.09,1.0,0.0,0.0,2.0,0.25,2.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_95,record_95,.,,Unknown,0.0,3.0,3.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,8.0,1.0,0.0,9.0,1.0,2.0,1.0,17.88,9.33,1557.81,0.06,38.0,0.11,86.54,166.91,0.5,1.0,2.0,8.0,0.2,14.0,24.0,9.0,12.0,10.0,0.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_96,record_96,.,,Unknown,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,26.28,4.2,463.52,0.04,27.0,0.24,25.75,110.36,1.0,0.0,0.0,4.0,0.17,12.0,15.0,10.0,7.0,6.0,0.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_97,record_97,.,,Unknown,8.0,16.0,13.0,0.0,9.0,20.0,10.0,0.22,10.0,2.0,8.0,0.8,56.0,1.0,0.0,46.0,2.0,7.0,0.7,65.15,27.14,47999.33,0.59,297.0,0.04,2666.63,1768.4,0.1,5.0,10.0,48.0,0.15,114.0,183.0,42.0,20.0,65.0,16.36,46.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_98,record_98,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.62,5.0,90.47,0.01,7.0,0.2,5.03,18.09,1.0,0.0,0.0,2.0,0.25,2.0,5.0,1.0,5.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_99,record_99,.,,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,7.3,5.0,182.48,0.01,13.0,0.2,10.14,36.5,1.0,0.0,0.0,2.0,0.2,4.0,9.0,2.0,5.0,5.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_100,record_100,.,,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,3.0,0.25,2.0,6.0,2.0,6.0,4.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
0,record_101,record_101,.,,Unknown,12.0,11.0,13.0,0.0,0.0,8.0,7.0,0.13,4.0,2.0,5.0,0.71,42.0,4.0,0.5,54.0,2.0,4.0,0.57,88.12,18.17,29080.61,0.53,271.0,0.06,1615.59,1600.77,0.57,2.0,4.0,37.0,0.1,109.0,162.0,45.0,15.0,67.0,0.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc3,traditional_file
